Department Level 1,Department Level 2,Department Level 3,Role,Employment type,Time with organisation,,Age group,Gender,Which of the following building blocks do you work in? ,Mobility outside the office,Your main office location,"Other offices (including clients, partners, suppliers or serviced offices)",Working while travelling between locations,Home,Elsewhere,"Working from home, what type of work setting do you use most often?","In your workplace, what type of work setting do you use most often?",Mobility inside the office,"Individual focused work, desk based",Individual focused work away from your desk,Individual routine tasks,Reading,Collaborating on focused work,Collaborating on creative work,"Informal, un-planned meetings",Planned meetings,Informal social interaction,Business confidential discussions,Private conversations,Telephone conversations,Thinking/creative thinking,Learning from others,Audio conferences,Spreading out paper or materials,Using technical/specialist equipment or materials,Relaxing/taking a break,Larger group meetings or audiences,"Hosting visitors, clients or customers",Video conferences,Meeting rooms (large),Meeting rooms (small),Desk/room booking systems,Quiet rooms for working alone or in pairs,Informal work areas/break-out zones,Accessibility of colleagues,Variety of different types of workspace,Desk,Chair,Ability to personalise my workstation,Space between work settings,Dividers (between desk/areas),People walking past your workstation,Personal storage,Shared storage,Archive storage,General décor,Plants & greenery,Art & photography,Atriums & communal areas,Air quality,Temperature control,Noise levels,Natural light,Office lighting,Mail & post room services,IT Help desk,"Hospitality services (e.g. guest reception/services, catering, meeting services)",Restaurant/canteen,"Tea, coffee & other refreshment facilities","Leisure facilities onsite or nearby (e.g. gym, fitness/wellness centre)",Reception areas,General tidiness,General cleanliness,Security,Health & safety provision,"Access (e.g. lifts, stairways, ramps)",Internal signage,Shower facilities,Toilets/W.C.,"Parking (e.g. car, motorbike or bicycle)",Telephone equipment,Printing/copying/scanning equipment,"Computing equipment, fixed (desktop)","Computing equipment, mobile (e.g. laptop, tablet)",Wired in-office network connectivity,WiFi network connectivity in the office,Remote access to work files or network,Audio-Visual equipment,Guest/visitor network access,Workplace culture,"Corporate image (for visitors, clients, potential recruits etc.)",Environmental sustainability,It enables me to work productively,It enables us to work productively,It supports me sharing ideas/knowledge amongst colleagues,It creates an enjoyable environment to work in,It contributes to a sense of community at work,It's a place I'm proud to bring visitors to,The design of my workplace is important to me,What aspects of the Pier 4 *space* are your favorite and what could we work to improve?
Global Services (GS),"Manager, Supervisor, Specialist (MSS)",HR / People ,People Manager,Full time,6 - 18 months,,45-54,Female,Pier 4 - Global Services ,I primarily work there and rarely need to work elsewhere,70,0,0,30,0,A dedicated work area (but not a separate room),A flexible/non-allocated workstation,I perform the majority of my activities at a single work setting but also use other locations within the office,-3,0,0,0,-2,0,2,2,0,1,0,-1,0,0,0,-2,0,0,0,0,-2,0,1,-3,0,0,-2,0,0,0,-3,-2,0,0,0,0,0,-1,0,0,0,0,0,-1,2,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-2,2,0,-2,-1,-3,-2,-3,1,2,"Space is very limited.  It is tough to get a desk on the floor with my team most days.  The idea of promoting collaboration is lost, as not having a space of your own actually created isolation.  It's tough to find people if your looking to connect real quick.  I feel zero connection to the office because I don't have anything of my own."
Global Services (GS),Core Staff (CS),IT,People Manager,Part time,18 months - 3 years,,25-34,Female,Pier 4 - Global Services ,I regularly work there but primarily work off-site or work elsewhere,25,0,0,75,0,A dedicated work room or office,A flexible/non-allocated workstation,I perform the majority of my activities at a single work setting but also use other locations within the office,1,1,0,0,1,0,1,1,0,0,-2,1,0,0,1,0,0,1,0,0,0,1,1,0,2,2,0,0,2,2,0,0,-1,-1,1,1,0,0,0,0,2,0,-1,0,2,-1,0,2,0,0,2,1,0,2,2,0,0,0,0,0,1,-1,0,0,0,0,2,2,0,0,0,2,2,0,3,3,1,1,2,3,2,The office space and building is amazing. The commute options to get into the office can be improved.
Global Services (GS),Core Staff (CS),Operations ,Individual Contributor,Full time,Over 12 years,,55-64,Female,Pier 4 - Global Services ,I primarily work there and rarely need to work elsewhere,100,0,0,0,0,-99,"A workstation, assigned solely to you, in an open plan office area",I perform most/all of my activities at a single work setting and rarely use other locations within the office,3,0,2,2,2,2,2,2,2,1,1,1,1,1,0,1,2,2,2,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,-1,0,2,2,2,2,2,1,0,1,1,1,1,0,0,2,0,1,1,1,1,2,2,2,0,1,0,0,2,1,0,-1,0,0,0,0,3,3,3,2,2,2,3,3,3,3,
Global Services (GS),Senior Manager / Director (SM),HR / People ,Senior Leader,Full time,8 - 12 years,,45-54,Male,Pier 4 - Global Services ,I regularly work there but primarily work off-site or work elsewhere,20,0,0,80,0,A dedicated work room or office,A meeting room,I perform some of my activities at a single work setting but often use other locations within the office,,0,0,0,3,3,3,3,3,3,3,3,0,0,0,0,0,3,3,3,1,2,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,2,1,2,2,2,2,0,0,2,2,0,0,0,-1,0,1,1,0,0,0,0,0,1,0,1,2,3,3,3,2,2,2,3,3,3,3,"Seems complex to connect to video in room for webex, often myself and others fumble as we move between rooms to leverage room cameras and equipment.     That said I love the office atmosphere and decor, proud to call it my home office and enjoy bringing in visitors!"
Global Services (GS),Core Staff (CS),Finance,Individual Contributor,Full time,18 months - 3 years,,25-34,Male,Pier 4 - Global Services ,I primarily work there but attend meetings off-site or work elsewhere,75,0,0,25,0,A non-work specific home location (such as a dining table),"A workstation, assigned solely to you, in an open plan office area",I perform some of my activities at a single work setting but often use other locations within the office,3,1,1,0,2,0,1,1,1,0,0,1,0,0,1,0,1,2,1,0,2,1,1,1,0,0,1,0,1,-1,0,1,0,0,-1,0,0,0,-1,0,0,1,1,0,1,1,1,1,1,1,1,-1,0,0,1,1,0,0,0,-1,-1,-2,0,2,1,0,2,2,1,1,0,2,2,2,2,2,2,2,2,2,2,Communal spaces and kitchen amenities are fantastic. Office spaces can be a challenge throughout the day with seemingly several people using them for the majority of the workday. Considering there are several people that leverage conference applications it is a challenge to find appropriate space to host virtual discussions.
Global Services (GS),Senior Manager / Director (SM),IT,Senior Leader,Full time,3 - 8 years,,35-44,Male,Pier 4 - Global Services ,I primarily work there but attend meetings off-site or work elsewhere,80,0,10,10,0,A dedicated work room or office,A private office assigned solely to you,I perform the majority of my activities at a single work setting but also use other locations within the office,,0,3,0,0,0,0,0,0,-1,-2,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,3,3,1,1,0,1,1,3,3,The overall flow of Pier 4 is quite amazing.  It is an impressive space that offers a lot of options for group and individual work. Can get busy at times Tuesday-Thursday. 
Global Services (GS),Core Staff (CS),"Operation Services (Travel, Meetings, Real Estate, Procurement & Production)",Individual Contributor,Full time,3 - 8 years,,25-34,Prefer not to say,Pier 4 - Global Services ,I primarily work there but attend meetings off-site or work elsewhere,80,0,0,10,10,A non-work specific home location (such as a dining table),A flexible/non-allocated workstation,I perform some of my activities at a single work setting but often use other locations within the office,1,3,2,2,2,-2,2,3,2,0,-2,-1,1,0,0,-2,1,2,0,0,0,1,1,1,1,2,0,1,2,2,-3,0,1,0,-1,0,0,1,1,0,1,1,-1,-1,2,2,0,2,0,2,2,0,0,2,2,2,2,0,0,0,-1,0,0,0,0,2,0,1,1,0,0,2,2,-1,1,1,2,2,2,2,3,"Feels great coming into the office and the breakout space/individual office options are awesome. Would love to have better personal storage besides a locker: somewhere to leave papers and materials I need to work with and save, ability to leave things up in a meeting room so I can continue that work without taking it down and putting it back up. Having an assigned desk would be nice so I can leave stuff behind (like boots/shoes, etc. in the winter especially) but I understand why this doesn't exist and I like having the flexibility of finding different places to sit."
Global Services (GS),"Manager, Supervisor, Specialist (MSS)",HR / People ,Individual Contributor,Full time,18 months - 3 years,,25-34,Male,Pier 4 - Global Services ,I primarily work there and rarely need to work elsewhere,95,0,0,5,0,A dedicated work area (but not a separate room),A flexible/non-allocated workstation,I perform some of my activities at a single work setting but often use other locations within the office,1,1,0,0,0,0,0,2,0,1,-1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,2,2,1,1,1,1,1,1,3,2,"The difference in work space options is great. Clean, bright and open space fosters collaboration. The downside is it seems to already be a full space, if employees come in after 830am they are regularly looking for a desk and often times have to settle for a space without a monitor causing them to be less productive. I’m not sure if the functional groups assigned to each floor make sense given hiring patterns. "
Global Services (GS),"Manager, Supervisor, Specialist (MSS)",IT,Individual Contributor,Full time,3 - 8 years,,25-34,Male,Pier 4 - Global Services ,I primarily work there and rarely need to work elsewhere,60,0,0,40,0,A dedicated work room or office,"A workstation, assigned solely to you, in an open plan office area",I perform most/all of my activities at a single work setting and rarely use other locations within the office,1,1,1,1,1,-1,1,2,1,1,1,1,1,-1,1,-1,1,1,2,1,1,0,0,0,0,0,0,0,1,1,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,2,0,2,2,
Global Services (GS),Core Staff (CS),Marketing,Individual Contributor,Full time,18 months - 3 years,,25-34,Female,Pier 4 - Global Services ,I regularly work there but primarily work off-site or work elsewhere,70,0,0,30,0,A non-work specific home location (such as a dining table),A flexible/non-allocated workstation,I perform some of my activities at a single work setting but often use other locations within the office,2,0,0,0,0,0,1,1,0,0,0,0,0,-1,0,0,0,1,0,0,2,1,-1,0,0,0,-1,0,-1,0,0,0,0,0,-1,0,0,0,0,1,0,0,-1,0,0,0,0,2,0,0,1,2,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,-1,2,-2,2,1,1,2,1,3,3,"I very much like the decoration and amenities (showers, gym, barista). I am concerned about the amount of plastic and paper waste by not having reusable silverware/plates/cups/mugs/etc. I think it would be a huge benefit to at least have reusable drinking ware. "
Global Services (GS),Core Staff (CS),IT,Individual Contributor,Full time,6 - 18 months,,25-34,Male,Pier 4 - Global Services ,I primarily work there but attend meetings off-site or work elsewhere,65,0,5,30,0,A dedicated work area (but not a separate room),A flexible/non-allocated workstation,I perform the majority of my activities at a single work setting but also use other locations within the office,1,0,0,0,2,0,-2,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,0,2,2,2,-3,0,-1,0,2,0,0,1,2,1,0,1,0,-1,1,0,0,2,0,1,2,0,0,2,2,2,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,2,1,1,2,2,1,2,-1,2,1,
Global Services (GS),"Manager, Supervisor, Specialist (MSS)",IT,People Manager,Full time,18 months - 3 years,,35-44,Female,Pier 4 - Global Services ,I primarily work there but attend meetings off-site or work elsewhere,100,0,0,0,0,-99,A quiet room/private office (available for flexible use),I perform some of my activities at a single work setting but often use other locations within the office,2,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,2,1,0,1,0,2,2,"Favorite: Barista when I have time to go. Improve: 1) The snacks are ""healthy"" but also  high calorie/high sugar items and odd choices (like plain yogurt and a smoothie blender but nothing else to make a smoothie with). 2) some of the spaces are not sound proof, more whiteboards, charging cables in meeting rooms."
Global Services (GS),"Manager, Supervisor, Specialist (MSS)",Marketing,People Manager,Full time,Over 12 years,,45-54,Female,Pier 4 - Global Services ,I primarily work there but attend meetings off-site or work elsewhere,45,0,0,55,0,A dedicated work area (but not a separate room),A flexible/non-allocated workstation,I perform the majority of my activities at a single work setting but also use other locations within the office,1,2,-1,0,2,1,-1,1,0,0,-1,1,-1,0,1,-2,-2,0,2,0,1,1,-1,0,-1,0,0,0,0,0,-2,0,0,-1,0,0,-2,0,0,0,0,0,-1,-2,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-2,0,0,-1,-1,1,0,0,1,2,
Global Services (GS),"Manager, Supervisor, Specialist (MSS)",HR / People ,Individual Contributor,Full time,6 - 18 months,,25-34,Male,Pier 4 - Global Services ,I primarily work there but attend meetings off-site or work elsewhere,80,0,0,20,0,A dedicated work room or office,A flexible/non-allocated workstation,I perform the majority of my activities at a single work setting but also use other locations within the office,2,3,0,0,3,2,1,1,2,0,0,2,0,0,0,0,0,0,0,2,2,0,1,0,0,2,0,2,2,2,-1,0,0,0,-1,0,0,1,1,0,1,2,1,1,2,1,0,2,0,2,2,2,0,1,1,0,0,0,0,2,1,0,1,2,2,1,2,1,0,0,0,2,3,-1,2,2,2,3,1,3,3,"Access to daylight, monitors & standing desk workstations, and 12th floor cafe are my top favorite elements for working at Pier 4. For improvement, I think that the room numbering system is very confusing and many people end up walking in circles trying to find a scheduled room. The actual signage for meeting rooms is very clear (love that room numbers can be seen from inside and outside of room), the system for how room numbering works is not intuitive. "
Global Services (GS),"Manager, Supervisor, Specialist (MSS)",Marketing,People Manager,Full time,3 - 8 years,,25-34,Female,Pier 4 - Global Services ,I primarily work there and rarely need to work elsewhere,100,0,0,0,0,-99,A flexible/non-allocated workstation,I perform the majority of my activities at a single work setting but also use other locations within the office,3,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,2,0,0,0,0,0,-1,0,0,0,0,-1,0,0,-1,0,0,0,1,2,0,-2,0,0,0,0,2,0,0,0,0,0,-1,0,0,2,0,0,0,2,-1,0,0,3,3,3,3,3,3,3,1,3,1,
Global Services (GS),Senior Manager / Director (SM),Partner Services,Senior Leader,Full time,18 months - 3 years,,35-44,Female,Pier 4 - Global Services ,I primarily work there and rarely need to work elsewhere,95,0,0,5,0,A dedicated work room or office,A quiet room/private office (available for flexible use),I perform the majority of my activities at a single work setting but also use other locations within the office,2,0,2,0,0,0,0,0,2,0,0,-2,0,0,2,0,0,3,0,1,0,0,1,-1,0,1,0,0,0,0,-1,0,0,0,-2,1,0,1,0,0,0,0,0,0,2,1,1,1,0,0,2,2,-1,1,0,-2,0,0,0,0,0,-1,-1,0,0,0,1,1,0,0,0,2,2,0,2,2,2,2,2,2,2,"There is essentially no security in the building. Parking is a nightmare and garage is very poorly managed. Booking system for the offices was never rolled out and there is not much communication about what is coming, was that idea abandoned? Great office, look beautiful and once commute is done, pleasure to work at. "
NAMR ,"Manager, Supervisor, Specialist (MSS)",HR / People / D&I / Benefits,Individual Contributor,Full time,18 months - 3 years,,35-44,Female,Pier 4 - NAMR ,I primarily work there but attend meetings off-site or work elsewhere,60,10,0,30,0,A dedicated work room or office,A flexible/non-allocated workstation,I use multiple work settings and rarely base myself at a single location within the office,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,-1,0,-2,0,2,2,-2,0,0,0,-1,0,0,0,0,0,0,0,-1,1,2,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,-1,3,0,-1,-1,0,1,-1,3,2,"The space itself is gorgeous and makes me want to be part of the office. The facilities and amenities available are top notch and Shannon and her team are always incredibly open to feedback (as ridiculous as some of it may be). The biggest issue I have with the new office is that even though we have brought Boston, NAMR, Global Services, and our ABMs together into one space, I feel that we are even more separate as groups than before. There are affiliation events for each of these different groups and the really fun Boston ones are often highlighted on the monitor in the café for everyone to see, which can make the other groups feel ""less than."" I think it would do a world of good to have all of these groups (or at least all of the CT or BST staff from these different groups) doing things together to get better connected to one another. "
Global Services (GS),Core Staff (CS),IT,Individual Contributor,Full time,18 months - 3 years,,25-34,Female,Pier 4 - Global Services ,I primarily work there and rarely need to work elsewhere,90,0,5,5,0,A dedicated work room or office,A flexible/non-allocated workstation,I perform the majority of my activities at a single work setting but also use other locations within the office,1,0,0,-1,2,0,2,2,2,0,-1,1,0,2,2,2,2,2,2,0,2,1,0,1,1,1,1,0,2,2,-1,0,0,0,1,0,0,0,0,0,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,1,2,2,0,2,2,0,2,3,1,2,2,2,2,2,2,0,"Overall look and feel of the office are awesome. Miss having a specific work space for myself especially near the rest of my team. The number of contractors going in and out on the floors disrupts the ability to continue collaboration. For instance, entire tall table is taken over by an external consulting team where they save seats for themselves and talk loudly amongst themselves. Leaving our own staff nowhere to sit when they come in."
Global Services (GS),"Manager, Supervisor, Specialist (MSS)",Finance,Individual Contributor,Full time,6 - 18 months,,25-34,Female,Pier 4 - Global Services ,I primarily work there and rarely need to work elsewhere,90,0,5,5,0,A dedicated work area (but not a separate room),A flexible/non-allocated workstation,I perform the majority of my activities at a single work setting but also use other locations within the office,2,0,2,0,1,-1,1,2,2,0,0,0,0,0,0,0,0,0,2,0,2,1,1,1,1,0,0,0,1,-1,0,1,1,-1,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,3,3,3,2,2,2,3,2,3,2,"Lots of natural light, views, barista, and the space overall. my team feels way more social, collaborative, and connected than we felt at One Beacon. No major complaints. Maybe an opportunity to switch snacks at some point, but appreciative of what we have now!"
Global Services (GS),Other,Legal,Individual Contributor,Full time,6 - 18 months,,35-44,Male,Pier 4 - Global Services ,I primarily work there and rarely need to work elsewhere,95,0,0,5,0,A dedicated work room or office,A flexible/non-allocated workstation,I perform the majority of my activities at a single work setting but also use other locations within the office,2,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,3,0,2,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,2,0,0,2,2,0,0,0,0,0,2,1,2,2,0,0,0,2,2,2,0,3,3,3,3,3,3,3,3,3,2,
Global Services (GS),Partner,Finance,Senior Leader,Full time,Over 12 years,,55-64,Female,Pier 4 - Global Services ,I regularly work there but primarily work off-site or work elsewhere,30,20,30,20,0,A non-work specific home location (such as a dining table),A quiet room/private office (available for flexible use),I perform some of my activities at a single work setting but often use other locations within the office,1,0,0,0,1,0,-1,2,3,1,1,1,0,0,0,0,0,2,2,2,1,2,1,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,2,1,1,2,2,"I think the chairs in offices make hard to have small meetings- they are too low.    Would love some creative art, team boards to liven up the look"
Global Services (GS),"Manager, Supervisor, Specialist (MSS)",Marketing,People Manager,Full time,3 - 8 years,,35-44,Male,Pier 4 - Global Services ,I primarily work there but attend meetings off-site or work elsewhere,80,0,0,20,0,Other,A flexible/non-allocated workstation,I perform some of my activities at a single work setting but often use other locations within the office,-1,-1,1,-1,1,1,2,2,2,0,0,1,-1,1,2,0,0,1,2,2,2,1,1,1,-1,1,1,1,1,1,0,0,0,-1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,1,2,2,2,2,3,3,
Global Services (GS),"Manager, Supervisor, Specialist (MSS)",Legal,Individual Contributor,Full time,18 months - 3 years,,25-34,Female,Pier 4 - Global Services ,I primarily work there but attend meetings off-site or work elsewhere,40,0,0,60,0,A non-work specific home location (such as a dining table),A flexible/non-allocated workstation,I perform some of my activities at a single work setting but often use other locations within the office,2,2,2,0,0,0,0,0,0,0,0,0,2,0,3,-1,0,0,1,0,2,0,0,1,0,2,0,2,1,1,-2,0,0,0,2,0,0,2,2,1,2,1,1,1,2,0,0,2,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-1,2,2,2,0,0,2,2,0,1,1,1,2,2,2,2,"The cafe space is my favorite - though the decor/furniture arrangement in the 7th floor cafe has become a bit unbalanced and it would be great if that were fixed. A bigger table in that space would be welcome - right now the biggest table only seats four, but a nice long table to the right of the staircase would be perfect. The change to reusable mugs was good, but now instead of throwing away coffee cups we're throwing away paper towels whenever we clean our mugs - dishwashers, drying racks, or cloth towels would be better. Also flavored yoghurt - I love Chobani, but not plain... Finally, I'm concerned about people with peanut allergies - with a shared workspace like what we have, I think we need some signage or reminders that if you are eating peanut butter, be sure to wash your hands thoroughly before using shared equipment like a mouse or keyboard. People should do that anyway, but they need to think about it as not just a courtesy but a safety issue."
